term,sessionPeriod,sessionTimes,meetingTimes,sessionType,docUrl,
10,08,11,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/10/08/11/LCEWC03_100811.doc,
10,08,12,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/10/08/12/LCEWC03_100812.doc,
11,01,01,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/01/LCEWC03_110101.doc,
11,01,01,null,06,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/01/LCEWC03_110101_1.doc,
11,01,02,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/02/LCEWC03_110102.doc,
11,01,03,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/03/LCEWC03_110103.doc,
11,01,04,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/04/LCEWC03_110104.doc,
11,01,05,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/05/LCEWC03_110105.doc,
11,01,06,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/06/LCEWC03_110106.doc,
11,01,07,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/07/LCEWC03_110107.doc,
11,01,08,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/08/LCEWC03_110108.doc,
11,01,09,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/09/LCEWC03_110109.doc,
11,01,10,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/10/LCEWC03_110110.doc,
11,01,11,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/11/LCEWC03_110111.doc,
11,01,12,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/12/LCEWC03_110112.doc,
11,01,13,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/13/LCEWC03_110113.doc,
11,01,14,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/14/LCEWC03_110114.doc,
11,01,15,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/15/LCEWC03_110115.doc,
11,01,16,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/16/LCEWC03_110116.doc,
11,01,17,null,02,https://ppg.ly.gov.tw/ppg/download/agendarec1/02/word/11/01/17/LCEWC03_110117.doc,
